dataset,run_dir,ID,Description,collection,selected,consensus,stability,p.adjust,neg_log10_p_adjust,category
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0051607,defense response to virus,GO,TRUE,FALSE,0.935,0.02553905601550399,1.5927951593370597,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP3591,Sleep regulation,WP,TRUE,FALSE,0.92,0.02695965993946908,1.5692855901539107,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP5477,Molecular pathway for oxidative stress,WP,TRUE,FALSE,0.915,0.03613335406337133,1.442091723358479,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP5284,Cell interactions in pancreatic cancer microenvironment,WP,TRUE,FALSE,0.9,0.02695965993946908,1.5692855901539107,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO,TRUE,FALSE,0.895,0.01918010666129407,1.717148982030702,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0034341,response to type II interferon,GO,TRUE,FALSE,0.89,8.37262313610812e-5,4.0771384565753115,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP2865,IL1 and megakaryocytes in obesity,WP,TRUE,FALSE,0.885,0.02695965993946908,1.5692855901539107,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP1528,Physiological and pathological hypertrophy of the heart,WP,TRUE,FALSE,0.885,0.03681239653271216,1.4340059085230932,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP2324,AGE RAGE pathway,WP,TRUE,FALSE,0.88,0.0492817571141797,1.307313816034619,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP5272,LDL influence on CD14 and TLR4,WP,TRUE,FALSE,0.845,0.04897618560476502,1.3100150419003562,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP3941,Oxidative damage response,WP,TRUE,FALSE,0.84,0.04020204513153988,1.3957518532152695,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP5265,Neurogenesis regulation in the olfactory epithelium,WP,TRUE,FALSE,0.82,0.04556473401112624,1.341371160622293,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,WP3947,Serotonin and anxiety,WP,TRUE,FALSE,0.805,0.04945937034694876,1.3057514168179545,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0043524,negative regulation of neuron apoptotic process,GO,TRUE,FALSE,0.725,0.03348095878563834,1.4752021137208953,Selected only
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0061001,regulation of dendritic spine morphogenesis,GO,FALSE,FALSE,0.68,0.02373159636634065,1.6246730468743487,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,GO,FALSE,TRUE,0.68,0.04685573129050467,1.3292372795765126,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,GO,FALSE,FALSE,0.6,0.00554333347929871,2.2562289940644322,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0014059,regulation of dopamine secretion,GO,FALSE,FALSE,0.585,0.01316985332542369,1.8804190618122363,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0043536,positive regulation of blood vessel endothelial cell migration,GO,FALSE,FALSE,0.44,0.01913434553079512,1.718186387749653,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0032801,receptor catabolic process,GO,FALSE,FALSE,0.38,0.01918010666129407,1.717148982030702,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0035249,"synaptic transmission, glutamatergic",GO,FALSE,FALSE,0.32,0.01565971088971324,1.8052162601683202,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0001764,neuron migration,GO,FALSE,FALSE,0.295,0.03776135666214644,1.4229524110821288,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0010976,positive regulation of neuron projection development,GO,FALSE,FALSE,0.27,0.0431650631290213,1.3648676195955074,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0006813,potassium ion transport,GO,FALSE,FALSE,0.24,8.677222456574849e-4,3.0616192684667713,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0060291,long-term synaptic potentiation,GO,FALSE,FALSE,0.235,0.01754337021397122,1.7558869717036758,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0042060,wound healing,GO,FALSE,FALSE,0.18,9.213771875497766e-7,6.035562544681448,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0045088,regulation of innate immune response,GO,FALSE,FALSE,0.175,1.6155221125926974e-5,4.7916870931639695,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0002437,inflammatory response to antigenic stimulus,GO,FALSE,FALSE,0.175,0.03699255538394613,1.4318856673108598,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0051056,regulation of small GTPase mediated signal transduction,GO,FALSE,FALSE,0.09,0.00934836326445558,2.029264419869536,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0010043,response to zinc ion,GO,FALSE,FALSE,0.09,0.03973914006134044,1.4007815350786301,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0007416,synapse assembly,GO,FALSE,FALSE,0.055,0.01407566986559613,1.8515309277725704,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0043087,regulation of GTPase activity,GO,FALSE,FALSE,0.025,0.00871547691114529,2.0597088432973214,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0030198,extracellular matrix organization,GO,FALSE,FALSE,0.025,0.02761534519440904,1.5588495236845539,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0006909,phagocytosis,GO,FALSE,FALSE,0.02,3.5568750578374956e-4,3.448931389985641,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0060326,cell chemotaxis,GO,FALSE,FALSE,0.01,8.275615333243631e-4,3.0821997043925053,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0042554,superoxide anion generation,GO,FALSE,FALSE,0.005,0.01861027214446733,1.7302472759838883,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0006959,humoral immune response,GO,FALSE,FALSE,0,7.441797244924399e-5,4.128322166699603,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0050727,regulation of inflammatory response,GO,FALSE,FALSE,0,1.1717487744472044e-4,3.931165492043805,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0050807,regulation of synapse organization,GO,FALSE,FALSE,0,9.791530794174628e-4,3.009149405899405,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0017157,regulation of exocytosis,GO,FALSE,FALSE,0,0.00411758457272751,2.3853574719173642,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0021675,nerve development,GO,FALSE,FALSE,0,0.00790729898740572,2.10197183953492,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0051402,neuron apoptotic process,GO,FALSE,FALSE,0,0.01051341432910815,1.9782562198914049,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0016079,synaptic vesicle exocytosis,GO,FALSE,FALSE,0,0.01754337021397122,1.7558869717036758,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0097028,dendritic cell differentiation,GO,FALSE,FALSE,0,0.01861027214446733,1.7302472759838883,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:2000379,positive regulation of reactive oxygen species metabolic process,GO,FALSE,FALSE,0,0.0212903200718309,1.671817809468907,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0060078,regulation of postsynaptic membrane potential,GO,FALSE,FALSE,0,0.0263028956630568,1.5799964377740423,Filtered out
dataset_0,DATASE_0_BASELINE_2026-03-01_18-00-42,GO:0051259,protein complex oligomerization,GO,FALSE,FALSE,0,0.03840431317950322,1.4156199973807766,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0030198,extracellular matrix organization,GO,TRUE,FALSE,1,5.303057826980286e-10,9.275473637108947,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP5417,Cell lineage map for neuronal differentiation,WP,TRUE,FALSE,1,9.324130424108609e-6,5.030391660282894,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP5390,Pancreatic cancer subtypes,WP,TRUE,FALSE,1,0.00124965045609883,2.903211447965081,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP3945,TYROBP causal network in microglia,WP,TRUE,FALSE,0.995,0.00357097499415764,2.447213190954621,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0035987,endodermal cell differentiation,GO,TRUE,FALSE,0.99,0.0133417994918401,1.8747855904591633,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP2840,Hair follicle development cytodifferentiation stage 3 of 3,WP,TRUE,FALSE,0.99,0.01528781750863908,1.8156545101147439,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP5090,Complement system in neuronal development and plasticity,WP,TRUE,FALSE,0.98,0.03166880934553331,1.4993682645215278,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP2911,miRNA targets in ECM and membrane receptors,WP,TRUE,FALSE,0.975,0.01542402518563735,1.8118022742883402,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP2361,Gastric cancer network 1,WP,TRUE,FALSE,0.965,0.03166880934553331,1.4993682645215278,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP2839,Hair follicle development organogenesis stage 2 of 3,WP,TRUE,FALSE,0.965,0.03166880934553331,1.4993682645215278,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,WP4786,Type I collagen synthesis in the context of osteogenesis imperfecta,WP,TRUE,FALSE,0.95,0.04535489815842423,1.343375803900383,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0061436,establishment of skin barrier,GO,TRUE,FALSE,0.94,0.00739734673897462,2.1309240239513265,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0008543,fibroblast growth factor receptor signaling pathway,GO,TRUE,FALSE,0.92,0.00219841462096274,2.657890396255222,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO,TRUE,FALSE,0.915,0.01831006772119147,1.737310049423843,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0006805,xenobiotic metabolic process,GO,TRUE,FALSE,0.88,0.00592986371482015,2.2269552878468204,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0048546,digestive tract morphogenesis,GO,TRUE,FALSE,0.825,0.02341164141960344,1.6305681363039761,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0060349,bone morphogenesis,GO,TRUE,FALSE,0.815,0.01885330208381824,1.724612573777171,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0014850,response to muscle activity,GO,TRUE,FALSE,0.81,0.0406288496289314,1.3911654741756814,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0045109,intermediate filament organization,GO,TRUE,FALSE,0.75,0.01312186815252193,1.882004330312895,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0060326,cell chemotaxis,GO,TRUE,FALSE,0.715,0.00558567820629072,2.2529240878361954,Selected only
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0015844,monoamine transport,GO,FALSE,FALSE,0.545,0.00737009566306995,2.1325268750074655,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0016486,peptide hormone processing,GO,FALSE,FALSE,0.52,0.00838283106522841,2.076609285860652,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0022612,gland morphogenesis,GO,FALSE,FALSE,0.51,0.00487951502706133,2.311623340197609,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0000070,mitotic sister chromatid segregation,GO,FALSE,FALSE,0.495,0.01989260973596817,1.70130823750999,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0030534,adult behavior,GO,FALSE,FALSE,0.445,0.01844548661687762,1.7341098830103914,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0071774,response to fibroblast growth factor,GO,FALSE,FALSE,0.44,2.760856161096126e-4,3.558956219246101,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0007088,regulation of mitotic nuclear division,GO,FALSE,FALSE,0.43,0.00518756463514771,2.2850364790966005,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0001504,neurotransmitter uptake,GO,FALSE,FALSE,0.4,0.01187675199556045,1.9253023121552373,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0051216,cartilage development,GO,FALSE,FALSE,0.365,1.4504047561007198e-4,3.838510784791677,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0006836,neurotransmitter transport,GO,FALSE,FALSE,0.36,0.01844548661687762,1.7341098830103914,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0045216,cell-cell junction organization,GO,FALSE,FALSE,0.34,0.01701106061141062,1.769268608002751,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,GO,FALSE,FALSE,0.285,0.02141347717399349,1.669312805154743,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0032963,collagen metabolic process,GO,FALSE,FALSE,0.275,0.00187958085486762,2.7259389872858666,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0060740,prostate gland epithelium morphogenesis,GO,FALSE,FALSE,0.035,0.01543401993731085,1.8115209430741115,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:1904018,positive regulation of vasculature development,GO,FALSE,FALSE,0.025,0.01816221104382268,1.740831282154161,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0050764,regulation of phagocytosis,GO,FALSE,FALSE,0.015,0.02820206589256718,1.5497190770395142,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0010463,mesenchymal cell proliferation,GO,FALSE,FALSE,0.01,0.02621901187264595,1.581383679783377,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0042445,hormone metabolic process,GO,FALSE,FALSE,0.005,0.00396823765655233,2.4014023259738804,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0031589,cell-substrate adhesion,GO,FALSE,FALSE,0.005,0.00396823765655233,2.4014023259738804,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0006024,glycosaminoglycan biosynthetic process,GO,FALSE,FALSE,0.005,0.02820206589256718,1.5497190770395142,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0061448,connective tissue development,GO,FALSE,FALSE,0,0.00124339196687665,2.9053919427845054,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0061138,morphogenesis of a branching epithelium,GO,FALSE,FALSE,0,0.00219841462096274,2.657890396255222,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0098773,skin epidermis development,GO,FALSE,FALSE,0,0.00223044621156374,2.6516082455462047,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0099565,"chemical synaptic transmission, postsynaptic",GO,FALSE,FALSE,0,0.00396823765655233,2.4014023259738804,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0060078,regulation of postsynaptic membrane potential,GO,FALSE,FALSE,0,0.00657734498265058,2.1819493787379334,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0018958,phenol-containing compound metabolic process,GO,FALSE,FALSE,0,0.00957032709893778,2.019073218457635,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,GO,FALSE,FALSE,0,0.011303951217709,1.9467697253567298,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0016101,diterpenoid metabolic process,GO,FALSE,FALSE,0,0.01247607801128744,1.903921918319692,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0003014,renal system process,GO,FALSE,FALSE,0,0.01247607801128744,1.903921918319692,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0001909,leukocyte mediated cytotoxicity,GO,FALSE,FALSE,0,0.01486379838201261,1.8278701942393754,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0060688,regulation of morphogenesis of a branching structure,GO,FALSE,FALSE,0,0.02249605721057849,1.647893592188055,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0009308,amine metabolic process,GO,FALSE,FALSE,0,0.03457677057286613,1.4612155717295001,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0002274,myeloid leukocyte activation,GO,FALSE,FALSE,0,0.03681851645586462,1.433933714691643,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0097485,neuron projection guidance,GO,FALSE,FALSE,0,0.03772868059500786,1.423328382191708,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO,FALSE,FALSE,0,0.03857271887371634,1.4137197479569863,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0030204,chondroitin sulfate metabolic process,GO,FALSE,FALSE,0,0.04141689048035731,1.3828225104139744,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0030278,regulation of ossification,GO,FALSE,FALSE,0,0.04358226146706926,1.3606902381286057,Filtered out
dataset_1,DATASE_1_BASELINE_2026-03-03_15-00-39,GO:0035924,cellular response to vascular endothelial growth factor stimulus,GO,FALSE,FALSE,0,0.04762111735114358,1.3222004188063374,Filtered out
