ID,Description,direction,camera_FDR,fgsea_padj,fgsea_NES,collection,set_size,cluster
WP2446,Retinoblastoma gene in cancer,Down,1.472311746941922e-7,2.0757150529266946e-13,-2.6398389450825097,WP,87,1
WP466,DNA replication,Down,2.9748893773603807e-5,1.747323411365539e-6,-2.372272501219969,WP,41,1
GO:0006270,NA,Down,0.0011441169414266,2.8966480714500255e-4,-2.2430475093645117,GO,24,1
WP179,Cell cycle,Down,0.00172885629551691,5.4416848611507525e-11,-2.4005072857168632,WP,116,1
GO:0051301,NA,Down,0.00669383765724819,1.3868076279733258e-12,-2.3809467206613544,GO,200,1
GO:0030174,NA,Down,0.0117495504154437,0.01116769521597759,-1.9366301842721405,GO,10,1
WP45,G1 to S cell cycle control,Down,0.0239862392654448,8.647863963606518e-5,-2.076133215113648,WP,61,1
WP707,DNA damage response,Down,0.03253229274858837,1.0363744010083998e-4,-2.0584668956479235,WP,67,1
WP183,Proteasome degradation,Down,1.0491207641328006e-6,3.753648436794016e-7,-2.3143180708728663,WP,60,2
WP2359,Parkin ubiquitin proteasomal system pathway,Down,0.04753936551670511,0.00754404594424279,-1.7597133117965185,WP,65,2
GO:0006487,NA,Down,4.633282354151047e-4,1.298747423655919e-5,-2.3092643892841163,GO,45,3
WP5153,N glycan biosynthesis,Down,4.6345365725838e-4,3.753648436794016e-7,-2.317177508700798,WP,55,3
GO:0018279,NA,Down,0.00215489604685821,8.11740627093364e-4,-2.1379830502445545,GO,19,3
WP4521,Glycosylation and related congenital defects,Down,0.00528298703283404,8.868968770023879e-4,-2.1013451721228984,WP,25,3
WP2006,miR targeted genes in squamous cell,Down,0.00208171127482512,3.3216732488426256e-8,-2.221762283739636,WP,122,4
WP2003,miR targeted genes in leukocytes,Down,0.00280503490363197,1.3921080197988374e-6,-2.0799975728018985,WP,126,4
WP2004,miR targeted genes in lymphocytes,Down,0.02008832826254375,2.0871813311921083e-11,-2.015065422922453,WP,405,4
WP2005,miR targeted genes in muscle cell,Down,0.04142083643667758,8.826997515199319e-7,-1.8658500300040768,WP,329,4
WP4016,DNA IR damage and cellular response via ATR,Down,0.00225953388918563,1.747323411365539e-6,-2.2375128664844173,WP,81,5
WP531,DNA mismatch repair,Down,0.00280503490363197,0.00130249623540114,-2.075453066146537,WP,23,5
WP3959,DNA IR double strand breaks and cellular response via ATM,Down,0.01296674601580255,1.5868919730595257e-5,-2.1465477606344217,WP,55,5
WP5465,Fanconi anemia,Down,0.01326526197388042,0.00402152458769331,-1.91022932473421,WP,47,5
GO:0006302,NA,Down,0.01900129080499862,0.00308452407402817,-1.9889707056087924,GO,57,5
WP4946,DNA repair pathways full network,Down,0.04142083643667758,0.00109025430890507,-1.8172893551385016,WP,120,5
GO:0007094,NA,Down,4.633282354151047e-4,3.337682994901455e-7,-2.4338601266000763,GO,16,6
WP4240,Regulation of sister chromatid separation at the metaphase anaphase transition,Down,0.00225953388918563,0.00161337440542824,-2.042650655024376,WP,14,6
WP4784,Proteoglycan biosynthesis,Down,0.00225953388918563,0.00221425677140404,-2.058599474732046,WP,18,7
WP5395,Glycosaminoglycan synthesis in fibroblasts,Down,0.00443330391939436,8.544885163935479e-4,-2.019666978312038,WP,39,7
GO:0030206,NA,Down,0.00669383765724819,0.00334314963297794,-2.0740536113973356,GO,18,7
WP4290,Metabolic reprogramming in colon cancer,Down,0.00280503490363197,7.584983479093897e-4,-2.070593527320588,WP,41,8
WP3945,TYROBP causal network in microglia,Down,0.00365209260803182,0.00467053855221444,-1.868006750973611,WP,59,9
WP2361,Gastric cancer network 1,Down,0.00442106928481696,3.3626302104488066e-5,-2.2552661612194025,WP,26,10
WP4786,Type I collagen synthesis in the context of osteogenesis imperfecta,Down,0.00461684515240141,0.00134837297375018,-2.020495511080015,WP,30,11
GO:0030199,NA,Down,0.01235710769750761,6.447594021895342e-4,-2.1225336653195983,GO,46,11
WP5546,22q11 2 distal CNV,Down,0.01795532499438418,3.820188533142795e-4,-1.8933823043517497,WP,95,12
GO:1903241,NA,Down,0.03786654404461592,0.02242289423108297,-1.912408114696981,GO,18,12
WP5049,Glycolysis in senescence,Down,0.01797240047935724,0.01798236084887259,-1.8557262231709972,WP,11,13
WP4224,Purine metabolism and related disorders,Down,0.01900672346009296,0.03208671577209641,-1.814198145519361,WP,20,14
WP2911,miRNA targets in ECM and membrane receptors,Down,0.01989167073066728,0.0309363521693609,-1.794552156540545,WP,22,15
WP4022,Pyrimidine metabolism,Down,0.02008832826254375,0.00366881270998056,-1.802194800311189,WP,83,16
WP3888,VEGFA VEGFR2 signaling,Down,0.02182375779035421,2.6561092489844033e-10,-1.960526322983713,WP,422,17
WP3937,Microglia pathogen phagocytosis pathway,Down,0.02182375779035421,0.00139925647022411,-2.040005206384832,WP,40,18
WP2272,Pathogenic Escherichia coli infection,Down,0.02300868550453804,9.995207389949664e-4,-1.97894006554887,WP,50,19
WP3614,Photodynamic therapy induced HIF 1 survival signaling,Down,0.04160405025383594,0.00159617411335345,-2.038933282085564,WP,35,20
WP12,Osteoclast signaling,Down,0.04160405025383594,0.02899700061944815,-1.809334338947243,WP,14,21
WP2363,Gastric cancer network 2,Down,0.04478280835372007,0.03208671577209641,-1.7409496507016555,WP,30,22
WP3646,Hepatitis C and hepatocellular carcinoma,Down,0.04632324261824196,0.02077012257842756,-1.728987770062563,WP,51,23
GO:0006457,NA,Down,4.633282354151047e-4,1.5047884572798389e-5,-2.229745264845046,GO,81,24
GO:0061077,NA,Down,0.03786654404461592,0.00493985254712604,-2.000182874270864,GO,30,24
GO:1904871,NA,Down,0.03786654404461592,0.01702200049693746,-1.8921665683768727,GO,10,24
GO:0007052,NA,Down,0.00669383765724819,7.289685895677412e-5,-2.278643019673475,GO,33,25
GO:0019082,NA,Down,0.00669383765724819,0.01546808386875449,-1.9466637214279952,GO,26,26
GO:0006888,NA,Down,0.00880434162490905,1.479410239736848e-4,-2.261860689529151,GO,36,27
GO:0035987,NA,Down,0.01235710769750761,1.995446939229736e-4,-2.2689410803187244,GO,27,28
GO:0007088,NA,Down,0.01235710769750761,0.00109137279410155,-2.1197286965614786,GO,11,29
GO:0000070,NA,Down,0.01235710769750761,0.00129379415345477,-2.1175985613564214,GO,13,30
GO:0000086,NA,Down,0.01547602753837957,3.762158901425623e-4,-2.1585198691253433,GO,32,31
GO:0006418,NA,Down,0.02047172507494186,0.03364459541776345,-1.8708751622490991,GO,11,32
GO:0007059,NA,Down,0.0271820227202381,4.994412435051348e-5,-2.2151879976223787,GO,51,33
GO:0034314,NA,Down,0.02992638767661888,0.0080654509013203,-1.9948320841077205,GO,12,34
GO:0007080,NA,Down,0.04025532873176839,0.00213268804254042,-2.089606296161602,GO,22,35
GO:0090307,NA,Down,0.04262412191282408,1.479410239736848e-4,-2.308392555993418,GO,25,36
